"Identificador de URL";Nombre;Categorías;"Nombre de propiedad 1";"Valor de propiedad 1";"Nombre de propiedad 2";"Valor de propiedad 2";"Nombre de propiedad 3";"Valor de propiedad 3";Precio;"Precio promocional";"Peso (kg)";"Alto (cm)";"Ancho (cm)";"Profundidad (cm)";Stock;SKU;"Código de barras";"Mostrar en tienda";"Envío sin cargo";Descripción;Tags;"Título para SEO";"Descripción para SEO";Marca;"Producto Físico";MPN;Sexo;"Rango de edad"
batman;Batman;"Bustos y Figuras";Medida;10;Color;Blanco;;;550.00;390.00;0.05;12.00;12.00;12.00;;imp-15;;SI;NO;"<p>La medida proporcionada, es el&nbsp;tama&ntilde;o&nbsp;total de la impresi&oacute;n.</p>

<p><br />
&iexcl;Trabajamos a pedido! Demoramos entre 24 y 96 hs en realizar tu impresi&oacute;n. Consultanos por distintos tama&ntilde;os, personalizaciones u otros dise&ntilde;os. Tambien realizamos trabajos de pintura (ver categoria &quot;EXCLUSIVOS&quot;)</p>

<p>&nbsp;</p>

<p>Material: PLA&nbsp;</p>

<p>Impresiones realizadas en Mar del Plata.</p>
";"impresion 3d, mardel3d, 3d, mar del plata impresion 3d";;;Mardel3D;SI;;;
robert-plant-4;;;Medida;10;Color;Fucsia;;;690.00;490.00;0.04;12.00;12.00;12.00;;imp-33;;;;;;;;;;;;
robert-plant-4;;;Medida;10;Color;Gris;;;690.00;490.00;0.04;12.00;12.00;12.00;;imp-33;;;;;;;;;;;;
robert-plant-4;;;Medida;10;Color;"Gris Claro";;;690.00;490.00;0.04;12.00;12.00;12.00;;imp-33;;;;;;;;;;;;
robert-plant-4;;;Medida;10;Color;Piedra;;;700.00;;0.00;0.00;0.00;0.00;;imp-33;;;;;;;;;;;;
robert-plant-4;;;Medida;10;Color;"Gris Metalizado";;;690.00;490.00;0.04;12.00;12.00;12.00;;imp-33;;;;;;;;;;;;
robert-plant-4;;;Medida;10;Color;Kriptonita;;;690.00;490.00;0.04;12.00;12.00;12.00;;imp-33;;;;;;;;;;;;
robert-plant-4;;;Medida;10;Color;Naranja;;;690.00;490.00;0.04;12.00;12.00;12.00;;imp-33;;;;;;;;;;;;
robert-plant-4;;;Medida;10;Color;Rojo;;;690.00;490.00;0.04;12.00;12.00;12.00;;imp-33;;;;;;;;;;;;
robert-plant-4;;;Medida;10;Color;Rosa;;;690.00;490.00;0.04;12.00;12.00;12.00;;imp-33;;;;;;;;;;;;
robert-plant-4;;;Medida;10;Color;Verde;;;690.00;490.00;0.04;12.00;12.00;12.00;;imp-33;;;;;;;;;;;;
robert-plant-4;;;Medida;10;Color;Violeta;;;690.00;490.00;0.04;12.00;12.00;12.00;;imp-33;;;;;;;;;;;;
robert-plant-4;;;Medida;12;Color;Blanco;;;960.00;690.00;0.04;12.00;12.00;12.00;;imp-33;;;;;;;;;;;;
robert-plant-4;;;Medida;12;Color;Negro;;;960.00;690.00;0.04;12.00;12.00;12.00;;imp-33;;;;;;;;;;;;
robert-plant-4;;;Medida;12;Color;Acqua;;;960.00;690.00;0.04;12.00;12.00;12.00;;imp-33;;;;;;;;;;;;
robert-plant-4;;;Medida;12;Color;Amarillo;;;960.00;690.00;0.04;12.00;12.00;12.00;;imp-33;;;;;;;;;;;;
robert-plant-4;;;Medida;12;Color;Azul;;;960.00;690.00;0.04;12.00;12.00;12.00;;imp-33;;;;;;;;;;;;
robert-plant-4;;;Medida;12;Color;Celeste;;;960.00;690.00;0.04;12.00;12.00;12.00;;imp-33;;;;;;;;;;;;
robert-plant-4;;;Medida;12;Color;Chocolate;;;960.00;690.00;0.04;12.00;12.00;12.00;;imp-33;;;;;;;;;;;;
robert-plant-4;;;Medida;12;Color;Cobalto;;;960.00;690.00;0.04;12.00;12.00;12.00;;imp-33;;;;;;;;;;;;
robert-plant-4;;;Medida;12;Color;Cobre;;;960.00;690.00;0.04;12.00;12.00;12.00;;imp-33;;;;;;;;;;;;
robert-plant-4;;;Medida;12;Color;Dorado;;;960.00;690.00;0.04;12.00;12.00;12.00;;imp-33;;;;;;;;;;;;
robert-plant-4;;;Medida;12;Color;Fucsia;;;960.00;690.00;0.04;12.00;12.00;12.00;;imp-33;;;;;;;;;;;;
robert-plant-4;;;Medida;12;Color;Piedra;;;980.00;;0.00;0.00;0.00;0.00;;imp-33;;;;;;;;;;;;
robert-plant-4;;;Medida;12;Color;Gris;;;960.00;690.00;0.04;12.00;12.00;12.00;;imp-33;;;;;;;;;;;;
robert-plant-4;;;Medida;12;Color;"Gris Claro";;;960.00;690.00;0.04;12.00;12.00;12.00;;imp-33;;;;;;;;;;;;
robert-plant-4;;;Medida;12;Color;"Gris Metalizado";;;960.00;690.00;0.04;12.00;12.00;12.00;;imp-33;;;;;;;;;;;;
robert-plant-4;;;Medida;12;Color;Kriptonita;;;960.00;690.00;0.04;12.00;12.00;12.00;;imp-33;;;;;;;;;;;;
robert-plant-4;;;Medida;12;Color;Naranja;;;960.00;690.00;0.04;12.00;12.00;12.00;;imp-33;;;;;;;;;;;;
robert-plant-4;;;Medida;12;Color;Rojo;;;960.00;690.00;0.04;12.00;12.00;12.00;;imp-33;;;;;;;;;;;;
robert-plant-4;;;Medida;12;Color;Rosa;;;960.00;690.00;0.04;12.00;12.00;12.00;;imp-33;;;;;;;;;;;;
robert-plant-4;;;Medida;12;Color;Verde;;;960.00;690.00;0.04;12.00;12.00;12.00;;imp-33;;;;;;;;;;;;
robert-plant-4;;;Medida;12;Color;Violeta;;;960.00;690.00;0.04;12.00;12.00;12.00;;imp-33;;;;;;;;;;;;
robert-plant-4;;;Medida;15;Color;Blanco;;;1,390.00;1,010.00;0.04;12.00;12.00;12.00;;imp-33;;;;;;;;;;;;
robert-plant-4;;;Medida;15;Color;Negro;;;1,390.00;1,010.00;0.04;12.00;12.00;12.00;;imp-33;;;;;;;;;;;;
robert-plant-4;;;Medida;15;Color;Acqua;;;1,390.00;1,010.00;0.04;12.00;12.00;12.00;;imp-33;;;;;;;;;;;;
robert-plant-4;;;Medida;15;Color;Amarillo;;;1,390.00;1,010.00;0.04;12.00;12.00;12.00;;imp-33;;;;;;;;;;;;
robert-plant-4;;;Medida;15;Color;Azul;;;1,390.00;1,010.00;0.04;12.00;12.00;12.00;;imp-33;;;;;;;;;;;;
robert-plant-4;;;Medida;15;Color;Celeste;;;1,390.00;1,010.00;0.04;12.00;12.00;12.00;;imp-33;;;;;;;;;;;;
robert-plant-4;;;Medida;15;Color;Chocolate;;;1,390.00;1,010.00;0.04;12.00;12.00;12.00;;imp-33;;;;;;;;;;;;
robert-plant-4;;;Medida;15;Color;Cobalto;;;1,390.00;1,010.00;0.04;12.00;12.00;12.00;;imp-33;;;;;;;;;;;;
robert-plant-4;;;Medida;15;Color;Cobre;;;1,390.00;1,010.00;0.04;12.00;12.00;12.00;;imp-33;;;;;;;;;;;;
robert-plant-4;;;Medida;15;Color;Piedra;;;1,410.00;;0.00;0.00;0.00;0.00;;imp-33;;;;;;;;;;;;
robert-plant-4;;;Medida;15;Color;Dorado;;;1,390.00;1,010.00;0.04;12.00;12.00;12.00;;imp-33;;;;;;;;;;;;
robert-plant-4;;;Medida;15;Color;Fucsia;;;1,390.00;1,010.00;0.04;12.00;12.00;12.00;;imp-33;;;;;;;;;;;;
robert-plant-4;;;Medida;15;Color;Gris;;;1,390.00;1,010.00;0.04;12.00;12.00;12.00;;imp-33;;;;;;;;;;;;
robert-plant-4;;;Medida;15;Color;"Gris Claro";;;1,390.00;1,010.00;0.04;12.00;12.00;12.00;;imp-33;;;;;;;;;;;;
robert-plant-4;;;Medida;15;Color;Kriptonita;;;1,390.00;1,010.00;0.04;12.00;12.00;12.00;;imp-33;;;;;;;;;;;;
robert-plant-4;;;Medida;15;Color;Naranja;;;1,390.00;1,010.00;0.04;12.00;12.00;12.00;;imp-33;;;;;;;;;;;;
robert-plant-4;;;Medida;15;Color;Rojo;;;1,390.00;1,010.00;0.04;12.00;12.00;12.00;;imp-33;;;;;;;;;;;;
robert-plant-4;;;Medida;15;Color;Verde;;;1,390.00;1,010.00;0.04;12.00;12.00;12.00;;imp-33;;;;;;;;;;;;
robert-plant-4;;;Medida;15;Color;Violeta;;;1,390.00;1,010.00;0.04;12.00;12.00;12.00;;imp-33;;;;;;;;;;;;
robert-plant-4;;;Medida;17;Color;Blanco;;;1,740.00;1,290.00;0.04;12.00;12.00;12.00;;imp-33;;;;;;;;;;;;
robert-plant-4;;;Medida;17;Color;Negro;;;1,740.00;1,290.00;0.04;12.00;12.00;12.00;;imp-33;;;;;;;;;;;;
robert-plant-4;;;Medida;17;Color;Amarillo;;;1,740.00;1,290.00;0.04;12.00;12.00;12.00;;imp-33;;;;;;;;;;;;
robert-plant-4;;;Medida;17;Color;Azul;;;1,740.00;1,290.00;0.04;12.00;12.00;12.00;;imp-33;;;;;;;;;;;;
robert-plant-4;;;Medida;17;Color;Celeste;;;1,740.00;1,290.00;0.04;12.00;12.00;12.00;;imp-33;;;;;;;;;;;;
robert-plant-4;;;Medida;17;Color;Chocolate;;;1,740.00;1,290.00;0.04;12.00;12.00;12.00;;imp-33;;;;;;;;;;;;
robert-plant-4;;;Medida;17;Color;Cobalto;;;1,740.00;1,290.00;0.04;12.00;12.00;12.00;;imp-33;;;;;;;;;;;;
robert-plant-4;;;Medida;17;Color;Cobre;;;1,740.00;1,290.00;0.04;12.00;12.00;12.00;;imp-33;;;;;;;;;;;;
robert-plant-4;;;Medida;17;Color;Dorado;;;1,740.00;1,290.00;0.04;12.00;12.00;12.00;;imp-33;;;;;;;;;;;;
robert-plant-4;;;Medida;17;Color;Piedra;;;1,760.00;;0.00;0.00;0.00;0.00;;imp-33;;;;;;;;;;;;
robert-plant-4;;;Medida;17;Color;Fucsia;;;1,740.00;1,290.00;0.04;12.00;12.00;12.00;;imp-33;;;;;;;;;;;;
robert-plant-4;;;Medida;17;Color;Gris;;;1,740.00;1,290.00;0.04;12.00;12.00;12.00;;imp-33;;;;;;;;;;;;
robert-plant-4;;;Medida;17;Color;"Gris Claro";;;1,740.00;1,290.00;0.04;12.00;12.00;12.00;;imp-33;;;;;;;;;;;;
robert-plant-4;;;Medida;17;Color;Kriptonita;;;1,740.00;1,290.00;0.04;12.00;12.00;12.00;;imp-33;;;;;;;;;;;;
robert-plant-4;;;Medida;17;Color;Naranja;;;1,740.00;1,290.00;0.04;12.00;12.00;12.00;;imp-33;;;;;;;;;;;;
robert-plant-4;;;Medida;17;Color;Rojo;;;1,740.00;1,290.00;0.04;12.00;12.00;12.00;;imp-33;;;;;;;;;;;;
robert-plant-4;;;Medida;17;Color;Verde;;;1,740.00;1,290.00;0.04;12.00;12.00;12.00;;imp-33;;;;;;;;;;;;
robert-plant-4;;;Medida;17;Color;Violeta;;;1,740.00;1,290.00;0.04;12.00;12.00;12.00;;imp-33;;;;;;;;;;;;
pickle-rick-maceta-intervenido;"Pickle Rick Maceta Intervenido";"Jardín > Macetas > Macetas, EXCLUSIVOS";;;;;;;1,700.00;;0.00;0.00;0.00;0.00;1;exclusivo-9;;SI;NO;"<p>Impresi&oacute;n 3D intervenida por artista Marplatense. Pieza &uacute;nica donde se combino aer&oacute;grafo, acrilico y barniz para protecci&oacute;n y terminaci&oacute;n satinada. Consultanos por distintos tama&ntilde;os</p>
";;;;Mardel3D;SI;;;
robert-plant-2;"Robert Plant 2";"Jardín > Macetas > Robert Plant";Medida;8;Color;Blanco;;;460.00;400.00;0.04;12.00;12.00;12.00;;imp-31;;SI;NO;"<p>La medida proporcionada, es el&nbsp;tama&ntilde;o&nbsp;total de la impresi&oacute;n.<br />
<br />
8: 8cm alto x 5,5cm di&aacute;metro<br />
10: 10cm alto x 7cm di&aacute;metro&nbsp;<br />
12: 12cm alto x 9 cm di&aacute;metro<br />
15: 15cm alto x 11cm di&aacute;metro<br />
17: 17cm alto x 13cm di&aacute;metro<br />
<br />
&iexcl;Trabajamos a pedido! Demoramos entre 24 y 96 hs en realizar tu impresi&oacute;n. Consultanos por distintos tama&ntilde;os, personalizaciones u otros dise&ntilde;os. Tambien realizamos trabajos de pintura (ver categoria &quot;EXCLUSIVOS&quot;)</p>

<p>&nbsp;</p>

<p>Material: PLA&nbsp;</p>

<p>Impresiones realizadas en Mar del Plata.</p>
";"impresion 3d, mardel3d, 3d, mar del plata impresion 3d";;;Mardel3D;SI;;;
robert-plant-2;;;Medida;8;Color;Negro;;;460.00;400.00;0.04;12.00;12.00;12.00;;imp-31;;;;;;;;;;;;
robert-plant-2;;;Medida;8;Color;Acqua;;;460.00;400.00;0.04;12.00;12.00;12.00;;imp-31;;;;;;;;;;;;
robert-plant-2;;;Medida;8;Color;Amarillo;;;460.00;400.00;0.04;12.00;12.00;12.00;;imp-31;;;;;;;;;;;;
robert-plant-2;;;Medida;8;Color;Azul;;;460.00;400.00;0.04;12.00;12.00;12.00;;imp-31;;;;;;;;;;;;
robert-plant-2;;;Medida;8;Color;Celeste;;;460.00;400.00;0.04;12.00;12.00;12.00;;imp-31;;;;;;;;;;;;
robert-plant-2;;;Medida;8;Color;Chocolate;;;460.00;400.00;0.04;12.00;12.00;12.00;;imp-31;;;;;;;;;;;;
robert-plant-2;;;Medida;8;Color;Cobalto;;;460.00;400.00;0.04;12.00;12.00;12.00;;imp-31;;;;;;;;;;;;
robert-plant-2;;;Medida;8;Color;Cobre;;;460.00;400.00;0.04;12.00;12.00;12.00;;imp-31;;;;;;;;;;;;
robert-plant-2;;;Medida;8;Color;Dorado;;;460.00;400.00;0.04;12.00;12.00;12.00;;imp-31;;;;;;;;;;;;
robert-plant-2;;;Medida;8;Color;Fucsia;;;460.00;400.00;0.04;12.00;12.00;12.00;;imp-31;;;;;;;;;;;;
robert-plant-2;;;Medida;8;Color;Gris;;;460.00;400.00;0.04;12.00;12.00;12.00;;imp-31;;;;;;;;;;;;
robert-plant-2;;;Medida;8;Color;"Gris Claro";;;460.00;400.00;0.04;12.00;12.00;12.00;;imp-31;;;;;;;;;;;;
robert-plant-2;;;Medida;8;Color;"Gris Metalizado";;;460.00;400.00;0.04;12.00;12.00;12.00;;imp-31;;;;;;;;;;;;
robert-plant-2;;;Medida;8;Color;Kriptonita;;;460.00;400.00;0.04;12.00;12.00;12.00;;imp-31;;;;;;;;;;;;
robert-plant-2;;;Medida;8;Color;Piedra;;;500.00;;0.00;0.00;0.00;0.00;;imp-31;;;;;;;;;;;;
robert-plant-2;;;Medida;8;Color;Naranja;;;460.00;400.00;0.04;12.00;12.00;12.00;;imp-31;;;;;;;;;;;;
robert-plant-2;;;Medida;8;Color;Rojo;;;460.00;400.00;0.04;12.00;12.00;12.00;;imp-31;;;;;;;;;;;;
robert-plant-2;;;Medida;8;Color;Rosa;;;460.00;400.00;0.04;12.00;12.00;12.00;;imp-31;;;;;;;;;;;;
robert-plant-2;;;Medida;8;Color;Verde;;;460.00;400.00;0.04;12.00;12.00;12.00;;imp-31;;;;;;;;;;;;
robert-plant-2;;;Medida;8;Color;Violeta;;;460.00;400.00;0.04;12.00;12.00;12.00;;imp-31;;;;;;;;;;;;
robert-plant-2;;;Medida;10;Color;Blanco;;;660.00;580.00;0.04;12.00;12.00;12.00;;imp-31;;;;;;;;;;;;
robert-plant-2;;;Medida;10;Color;Negro;;;660.00;580.00;0.04;12.00;12.00;12.00;;imp-31;;;;;;;;;;;;
robert-plant-2;;;Medida;10;Color;Acqua;;;660.00;580.00;0.04;12.00;12.00;12.00;;imp-31;;;;;;;;;;;;
robert-plant-2;;;Medida;10;Color;Amarillo;;;660.00;580.00;0.04;12.00;12.00;12.00;;imp-31;;;;;;;;;;;;
robert-plant-2;;;Medida;10;Color;Azul;;;660.00;580.00;0.04;12.00;12.00;12.00;;imp-31;;;;;;;;;;;;
robert-plant-2;;;Medida;10;Color;Celeste;;;660.00;580.00;0.04;12.00;12.00;12.00;;imp-31;;;;;;;;;;;;
robert-plant-2;;;Medida;10;Color;Chocolate;;;660.00;580.00;0.04;12.00;12.00;12.00;;imp-31;;;;;;;;;;;;
robert-plant-2;;;Medida;10;Color;Cobalto;;;660.00;580.00;0.04;12.00;12.00;12.00;;imp-31;;;;;;;;;;;;
robert-plant-2;;;Medida;10;Color;Cobre;;;660.00;580.00;0.04;12.00;12.00;12.00;;imp-31;;;;;;;;;;;;
robert-plant-2;;;Medida;10;Color;Dorado;;;660.00;580.00;0.04;12.00;12.00;12.00;;imp-31;;;;;;;;;;;;
robert-plant-2;;;Medida;10;Color;Fucsia;;;660.00;580.00;0.04;12.00;12.00;12.00;;imp-31;;;;;;;;;;;;
robert-plant-2;;;Medida;10;Color;Gris;;;660.00;580.00;0.04;12.00;12.00;12.00;;imp-31;;;;;;;;;;;;
robert-plant-2;;;Medida;10;Color;"Gris Claro";;;660.00;580.00;0.04;12.00;12.00;12.00;;imp-31;;;;;;;;;;;;
robert-plant-2;;;Medida;10;Color;Piedra;;;690.00;;0.00;0.00;0.00;0.00;;imp-31;;;;;;;;;;;;
robert-plant-2;;;Medida;10;Color;"Gris Metalizado";;;660.00;580.00;0.04;12.00;12.00;12.00;;imp-31;;;;;;;;;;;;
robert-plant-2;;;Medida;10;Color;Kriptonita;;;660.00;580.00;0.04;12.00;12.00;12.00;;imp-31;;;;;;;;;;;;
robert-plant-2;;;Medida;10;Color;Naranja;;;660.00;580.00;0.04;12.00;12.00;12.00;;imp-31;;;;;;;;;;;;
robert-plant-2;;;Medida;10;Color;Rojo;;;660.00;580.00;0.04;12.00;12.00;12.00;;imp-31;;;;;;;;;;;;
robert-plant-2;;;Medida;10;Color;Rosa;;;660.00;580.00;0.04;12.00;12.00;12.00;;imp-31;;;;;;;;;;;;
robert-plant-2;;;Medida;10;Color;Verde;;;660.00;580.00;0.04;12.00;12.00;12.00;;imp-31;;;;;;;;;;;;
robert-plant-2;;;Medida;10;Color;Violeta;;;660.00;580.00;0.04;12.00;12.00;12.00;;imp-31;;;;;;;;;;;;
robert-plant-2;;;Medida;12;Color;Blanco;;;950.00;820.00;0.04;12.00;12.00;12.00;;imp-31;;;;;;;;;;;;
robert-plant-2;;;Medida;12;Color;Negro;;;950.00;820.00;0.04;12.00;12.00;12.00;;imp-31;;;;;;;;;;;;
robert-plant-2;;;Medida;12;Color;Acqua;;;950.00;820.00;0.04;12.00;12.00;12.00;;imp-31;;;;;;;;;;;;
robert-plant-2;;;Medida;12;Color;Amarillo;;;950.00;820.00;0.04;12.00;12.00;12.00;;imp-31;;;;;;;;;;;;
robert-plant-2;;;Medida;12;Color;Azul;;;950.00;820.00;0.04;12.00;12.00;12.00;;imp-31;;;;;;;;;;;;
robert-plant-2;;;Medida;12;Color;Celeste;;;950.00;820.00;0.04;12.00;12.00;12.00;;imp-31;;;;;;;;;;;;
robert-plant-2;;;Medida;12;Color;Chocolate;;;950.00;820.00;0.04;12.00;12.00;12.00;;imp-31;;;;;;;;;;;;
robert-plant-2;;;Medida;12;Color;Cobalto;;;950.00;820.00;0.04;12.00;12.00;12.00;;imp-31;;;;;;;;;;;;
robert-plant-2;;;Medida;12;Color;Cobre;;;950.00;820.00;0.04;12.00;12.00;12.00;;imp-31;;;;;;;;;;;;
robert-plant-2;;;Medida;12;Color;Dorado;;;950.00;820.00;0.04;12.00;12.00;12.00;;imp-31;;;;;;;;;;;;
robert-plant-2;;;Medida;12;Color;Fucsia;;;950.00;820.00;0.04;12.00;12.00;12.00;;imp-31;;;;;;;;;;;;
robert-plant-2;;;Medida;12;Color;Piedra;;;960.00;;0.00;0.00;0.00;0.00;;imp-31;;;;;;;;;;;;
robert-plant-2;;;Medida;12;Color;Gris;;;950.00;820.00;0.04;12.00;12.00;12.00;;imp-31;;;;;;;;;;;;
robert-plant-2;;;Medida;12;Color;"Gris Claro";;;950.00;820.00;0.04;12.00;12.00;12.00;;imp-31;;;;;;;;;;;;
robert-plant-2;;;Medida;12;Color;"Gris Metalizado";;;950.00;820.00;0.04;12.00;12.00;12.00;;imp-31;;;;;;;;;;;;
robert-plant-2;;;Medida;12;Color;Kriptonita;;;950.00;820.00;0.04;12.00;12.00;12.00;;imp-31;;;;;;;;;;;;
robert-plant-2;;;Medida;12;Color;Naranja;;;950.00;820.00;0.04;12.00;12.00;12.00;;imp-31;;;;;;;;;;;;
robert-plant-2;;;Medida;12;Color;Rojo;;;950.00;820.00;0.04;12.00;12.00;12.00;;imp-31;;;;;;;;;;;;
robert-plant-2;;;Medida;12;Color;Rosa;;;950.00;820.00;0.04;12.00;12.00;12.00;;imp-31;;;;;;;;;;;;
robert-plant-2;;;Medida;12;Color;Verde;;;950.00;820.00;0.04;12.00;12.00;12.00;;imp-31;;;;;;;;;;;;
robert-plant-2;;;Medida;12;Color;Violeta;;;950.00;820.00;0.04;12.00;12.00;12.00;;imp-31;;;;;;;;;;;;
robert-plant-2;;;Medida;15;Color;Blanco;;;1,410.00;1,220.00;0.04;12.00;12.00;12.00;;imp-31;;;;;;;;;;;;
robert-plant-2;;;Medida;15;Color;Negro;;;1,410.00;1,220.00;0.04;12.00;12.00;12.00;;imp-31;;;;;;;;;;;;
robert-plant-2;;;Medida;15;Color;Acqua;;;1,410.00;1,220.00;0.04;12.00;12.00;12.00;;imp-31;;;;;;;;;;;;
robert-plant-2;;;Medida;15;Color;Amarillo;;;1,410.00;1,220.00;0.04;12.00;12.00;12.00;;imp-31;;;;;;;;;;;;
robert-plant-2;;;Medida;15;Color;Azul;;;1,410.00;1,220.00;0.04;12.00;12.00;12.00;;imp-31;;;;;;;;;;;;
robert-plant-2;;;Medida;15;Color;Celeste;;;1,410.00;1,220.00;0.04;12.00;12.00;12.00;;imp-31;;;;;;;;;;;;
robert-plant-2;;;Medida;15;Color;Chocolate;;;1,410.00;1,220.00;0.04;12.00;12.00;12.00;;imp-31;;;;;;;;;;;;
robert-plant-2;;;Medida;15;Color;Cobalto;;;1,410.00;1,220.00;0.04;12.00;12.00;12.00;;imp-31;;;;;;;;;;;;
robert-plant-2;;;Medida;15;Color;Cobre;;;1,410.00;1,220.00;0.04;12.00;12.00;12.00;;imp-31;;;;;;;;;;;;
robert-plant-2;;;Medida;15;Color;Piedra;;;1,380.00;;0.00;0.00;0.00;0.00;;imp-31;;;;;;;;;;;;
robert-plant-2;;;Medida;15;Color;Dorado;;;1,410.00;1,220.00;0.04;12.00;12.00;12.00;;imp-31;;;;;;;;;;;;
robert-plant-2;;;Medida;15;Color;Fucsia;;;1,410.00;1,220.00;0.04;12.00;12.00;12.00;;imp-31;;;;;;;;;;;;
robert-plant-2;;;Medida;15;Color;Gris;;;1,410.00;1,220.00;0.04;12.00;12.00;12.00;;imp-31;;;;;;;;;;;;
robert-plant-2;;;Medida;15;Color;"Gris Claro";;;1,410.00;1,220.00;0.04;12.00;12.00;12.00;;imp-31;;;;;;;;;;;;
robert-plant-2;;;Medida;15;Color;Kriptonita;;;1,410.00;1,220.00;0.04;12.00;12.00;12.00;;imp-31;;;;;;;;;;;;
robert-plant-2;;;Medida;15;Color;Naranja;;;1,410.00;1,220.00;0.04;12.00;12.00;12.00;;imp-31;;;;;;;;;;;;
robert-plant-2;;;Medida;15;Color;Rojo;;;1,410.00;1,220.00;0.04;12.00;12.00;12.00;;imp-31;;;;;;;;;;;;
robert-plant-2;;;Medida;15;Color;Verde;;;1,410.00;1,220.00;0.04;12.00;12.00;12.00;;imp-31;;;;;;;;;;;;
robert-plant-2;;;Medida;15;Color;Violeta;;;1,410.00;1,220.00;0.04;12.00;12.00;12.00;;imp-31;;;;;;;;;;;;
robert-plant-2;;;Medida;17;Color;Blanco;;;1,750.00;1,520.00;0.04;12.00;12.00;12.00;;imp-31;;;;;;;;;;;;
robert-plant-2;;;Medida;17;Color;Negro;;;1,750.00;1,520.00;0.04;12.00;12.00;12.00;;imp-31;;;;;;;;;;;;
robert-plant-2;;;Medida;17;Color;Amarillo;;;1,750.00;1,520.00;0.04;12.00;12.00;12.00;;imp-31;;;;;;;;;;;;
robert-plant-2;;;Medida;17;Color;Azul;;;1,750.00;1,520.00;0.04;12.00;12.00;12.00;;imp-31;;;;;;;;;;;;
robert-plant-2;;;Medida;17;Color;Celeste;;;1,750.00;1,520.00;0.04;12.00;12.00;12.00;;imp-31;;;;;;;;;;;;
robert-plant-2;;;Medida;17;Color;Chocolate;;;1,750.00;1,520.00;0.04;12.00;12.00;12.00;;imp-31;;;;;;;;;;;;
robert-plant-2;;;Medida;17;Color;Cobalto;;;1,750.00;1,520.00;0.04;12.00;12.00;12.00;;imp-31;;;;;;;;;;;;
robert-plant-2;;;Medida;17;Color;Cobre;;;1,750.00;1,520.00;0.04;12.00;12.00;12.00;;imp-31;;;;;;;;;;;;
robert-plant-2;;;Medida;17;Color;Dorado;;;1,750.00;1,520.00;0.04;12.00;12.00;12.00;;imp-31;;;;;;;;;;;;
robert-plant-2;;;Medida;17;Color;Piedra;;;1,700.00;;0.00;0.00;0.00;0.00;;imp-31;;;;;;;;;;;;
robert-plant-2;;;Medida;17;Color;Fucsia;;;1,750.00;1,520.00;0.04;12.00;12.00;12.00;;imp-31;;;;;;;;;;;;
robert-plant-2;;;Medida;17;Color;Gris;;;1,750.00;1,520.00;0.04;12.00;12.00;12.00;;imp-31;;;;;;;;;;;;
robert-plant-2;;;Medida;17;Color;"Gris Claro";;;1,750.00;1,520.00;0.04;12.00;12.00;12.00;;imp-31;;;;;;;;;;;;
robert-plant-2;;;Medida;17;Color;Kriptonita;;;1,750.00;1,520.00;0.04;12.00;12.00;12.00;;imp-31;;;;;;;;;;;;
robert-plant-2;;;Medida;17;Color;Naranja;;;1,750.00;1,520.00;0.04;12.00;12.00;12.00;;imp-31;;;;;;;;;;;;
robert-plant-2;;;Medida;17;Color;Rojo;;;1,750.00;1,520.00;0.04;12.00;12.00;12.00;;imp-31;;;;;;;;;;;;
robert-plant-2;;;Medida;17;Color;Verde;;;1,750.00;1,520.00;0.04;12.00;12.00;12.00;;imp-31;;;;;;;;;;;;
robert-plant-2;;;Medida;17;Color;Violeta;;;1,750.00;1,520.00;0.04;12.00;12.00;12.00;;imp-31;;;;;;;;;;;;
david-lapicero;"David Lapicero";"Jardín > Macetas > Macetas, Escritorio > Lapiceros, Bustos y Figuras";Medida;11;Color;Blanco;;;2,130.00;1,570.00;0.15;12.00;12.00;12.00;;imp-81;;SI;NO;"<p>La medida proporcionada, es el&nbsp;tama&ntilde;o&nbsp;total de la impresi&oacute;n.</p>

<p><br />
&iexcl;Trabajamos a pedido! Demoramos entre 24 y 96 hs en realizar tu impresi&oacute;n. Consultanos por distintos tama&ntilde;os, personalizaciones u otros dise&ntilde;os. Tambien realizamos trabajos de pintura (ver categoria &quot;EXCLUSIVOS&quot;)</p>

<p>&nbsp;</p>

<p>Material: PLA&nbsp;</p>

<p>Impresiones realizadas en Mar del Plata.</p>
";"impresion 3d, mardel3d, 3d, mar del plata impresion 3d";;;Mardel3D;SI;;;
david-lapicero;;;Medida;11;Color;Negro;;;2,130.00;1,570.00;0.15;12.00;12.00;12.00;;imp-81;;;;;;;;;;;;
david-lapicero;;;Medida;11;Color;Acqua;;;2,130.00;1,570.00;0.15;12.00;12.00;12.00;;imp-81;;;;;;;;;;;;
david-lapicero;;;Medida;11;Color;Amarillo;;;2,130.00;1,570.00;0.15;12.00;12.00;12.00;;imp-81;;;;;;;;;;;;
david-lapicero;;;Medida;11;Color;Azul;;;2,130.00;1,570.00;0.15;12.00;12.00;12.00;;imp-81;;;;;;;;;;;;
david-lapicero;;;Medida;11;Color;Celeste;;;2,130.00;1,570.00;0.15;12.00;12.00;12.00;;imp-81;;;;;;;;;;;;
david-lapicero;;;Medida;11;Color;Chocolate;;;2,130.00;1,570.00;0.15;12.00;12.00;12.00;;imp-81;;;;;;;;;;;;
